"","edgeuid","year","total_trips"
"28072",153823227,2019,30
"28073",153823229,2019,35
"28074",153823231,2019,35
"28075",153823232,2019,30
"28076",153823261,2019,50
"28077",153823331,2019,15
"28078",153823332,2019,15
"28079",153823333,2019,15
"28080",153823335,2019,15
"28081",153823336,2019,15
"28082",153823337,2019,15
"28083",153823338,2019,15
"28084",153823340,2019,15
"28085",153823344,2019,15
"28086",153823374,2019,25
"28087",153823393,2019,15
"28088",153823397,2019,15
"28089",153823400,2019,15
"28090",153823403,2019,15
"28091",153823404,2019,15
"28092",153823405,2019,15
"28093",153823407,2019,15
"28094",153823408,2019,15
"28095",153823410,2019,15
"28096",153823411,2019,15
"28097",153823423,2019,30
"28098",153823425,2019,15
"28099",153823425,2021,35
"28100",153823426,2019,35
"28101",153823427,2019,35
"28102",153823432,2019,35
"28103",153823433,2019,30
"28104",153823434,2019,45
"28105",153823434,2021,35
"28106",153823440,2019,10
"28107",153823441,2019,15
"28108",153823443,2019,15
"28109",153823445,2019,5
"28110",153823448,2019,40
"28111",153823449,2019,40
"28112",153823450,2019,45
"28113",153823457,2019,15
"28114",153823475,2019,30
"28115",153823477,2019,45
"28116",153823477,2021,35
"28117",153823479,2019,45
"28118",153823480,2019,35
"28119",153823481,2019,45
"28120",153823622,2019,25
"28121",153823632,2019,25
"28122",153823632,2021,40
"28123",153823636,2019,30
"28124",153823638,2019,25
"28125",153823655,2019,30
"28126",153823656,2019,30
"28127",153823657,2019,45
"28128",153823665,2019,40
"28129",153823666,2019,40
"28130",153823670,2019,45
"28131",153823672,2019,45
"28132",153823672,2021,35
"28133",153823674,2019,45
"28134",153823678,2019,45
"28135",153823687,2019,40
"28136",153823691,2019,40
"28137",153823691,2021,35
"28138",153823694,2019,40
"28139",153823695,2019,45
"28140",153823697,2019,50
"28141",153823699,2019,5
"28142",153823703,2019,40
"28143",153823711,2019,5
"28144",153823712,2019,5
"28145",153823713,2019,5
"28146",153823714,2019,5
"28147",153823715,2019,5
"28148",153823718,2019,5
"28149",153823720,2019,5
"28150",153823728,2019,5
"28151",153823729,2019,5
"28152",153823730,2019,5
"28153",153823780,2019,50
"28154",153823789,2019,5
"28155",153823790,2019,5
"28156",153823792,2019,5
"28157",153823793,2019,5
"28158",153823794,2019,50
"28159",153823795,2019,50
"28160",153823877,2019,5
"28161",153823900,2019,5
"28162",153823902,2019,5
"28163",153823903,2019,5
"28164",153823904,2019,5
"28165",153823984,2019,15
"28166",153823986,2019,15
"28167",153823987,2019,15
"28168",153824300,2019,5
"28169",153824301,2019,5
"28170",153824302,2019,5
"28171",153824317,2019,5
"28172",153824318,2019,5
"28173",153824329,2019,5
"28174",153824331,2019,5
"28175",153824333,2019,5
"28176",153824334,2019,5
"28177",153824335,2019,5
"28178",153824337,2019,5
"28179",153824337,2021,5
"28180",153824338,2019,5
"28181",153824339,2019,5
"28182",153824346,2019,5
"28183",153824349,2019,5
"28184",153824376,2019,15
"28185",153824418,2019,15
"28186",153824422,2019,15
"28187",153824423,2019,15
"28188",153824424,2019,10
"28189",153824425,2019,15
"28190",153824430,2019,15
"28191",153824435,2019,15
"28192",153824439,2019,10
"28193",153824496,2021,15
"28194",153824509,2019,15
"28195",153824512,2019,15
"28196",153824513,2019,15
"28197",153824516,2019,15
"28198",153824522,2019,15
"28199",153824532,2019,5
"28200",153824533,2019,5
"28201",153824536,2019,5
"28202",153824537,2019,5
"28203",153824539,2019,5
"28204",153824540,2019,15
"28205",153824543,2019,15
"28206",153824544,2019,15
"28207",153824545,2019,15
"28208",153824546,2019,15
"28209",153824547,2019,15
"28210",153824551,2019,5
"28211",153824552,2019,15
"28212",153824554,2019,5
"28213",153824555,2019,10
"28214",153824571,2019,5
"28215",153824572,2019,15
"28216",153824573,2019,5
"28217",153824574,2019,15
"28218",153824575,2019,15
"28219",153824577,2019,10
"28220",153824582,2019,10
"28221",153824584,2019,10
"28222",153824585,2019,10
"28223",153824586,2019,10
"28224",153824587,2019,10
"28225",153824588,2019,10
"28226",153824589,2019,10
"28227",153824613,2019,15
"28228",153824614,2019,15
"28229",153824615,2019,15
"28230",153824616,2019,15
"28231",153824699,2019,10
"28232",153824700,2019,10
"28233",153824748,2019,30
"28234",153824897,2021,15
"28235",153824963,2019,15
"28236",153824963,2021,10
"28237",153824966,2019,15
"28238",153824968,2019,15
"28239",153824977,2019,15
"28240",153824978,2019,15
"28241",153824980,2019,15
"28242",153824981,2019,15
"28243",153824992,2019,15
"28244",153824993,2019,15
"28245",153824994,2019,15
"28246",153824996,2019,10
"28247",153824997,2019,10
"28248",153824998,2019,5
"28249",153824999,2019,5
"28250",153825001,2019,5
"28251",153825001,2021,5
"28252",153825003,2019,5
"28253",153825012,2019,5
"28254",153825013,2019,20
"28255",153825014,2019,20
"28256",153825015,2019,10
"28257",153825016,2019,10
"28258",153825021,2019,10
"28259",153825026,2019,10
"28260",153825027,2019,10
"28261",153825028,2019,15
"28262",153825029,2019,15
"28263",153825033,2019,5
"28264",153825034,2019,5
"28265",153825035,2019,5
"28266",153825037,2019,5
"28267",153825041,2019,5
"28268",153825041,2021,10
"28269",153825042,2019,5
"28270",153825043,2019,5
"28271",153825044,2019,5
"28272",153825045,2019,5
"28273",153825048,2019,5
"28274",153825066,2021,10
"28275",153825096,2021,15
"28276",153825122,2019,15
"28277",153825133,2019,15
"28278",153825135,2021,15
"28279",153825146,2019,15
"28280",153825147,2019,15
"28281",153825149,2019,15
"28282",153825152,2019,15
"28283",153825155,2019,15
"28284",153825187,2019,20
"28285",153825196,2019,20
"28286",153825197,2019,15
"28287",153825200,2019,15
"28288",153825202,2019,15
"28289",153825207,2019,10
"28290",153825208,2019,5
"28291",153825239,2019,15
"28292",153825239,2021,20
"28293",153825240,2019,15
"28294",153825241,2019,15
"28295",153825246,2019,15
"28296",153825247,2019,15
"28297",153825263,2019,10
"28298",153825264,2019,15
"28299",153825265,2019,15
"28300",153825269,2019,15
"28301",153825270,2019,15
"28302",153825301,2019,15
"28303",153825302,2019,15
"28304",153825304,2019,15
"28305",153825309,2019,15
"28306",153825309,2021,20
"28307",153825313,2019,15
"28308",153825313,2021,20
"28309",153825314,2019,15
"28310",153825315,2019,15
"28311",153825317,2019,15
"28312",153825340,2019,15
"28313",153825340,2021,15
"28314",153825343,2019,15
"28315",153825370,2019,15
"28316",153825370,2021,15
"28317",153825371,2019,15
"28318",153825372,2019,15
"28319",153825373,2019,15
"28320",153825374,2019,10
"28321",153825389,2019,10
"28322",153825390,2019,5
"28323",153825391,2019,5
"28324",153825393,2019,5
"28325",153825397,2019,5
"28326",153825399,2019,10
"28327",153825400,2019,10
"28328",153825402,2019,10
"28329",153825403,2019,10
"28330",153825406,2019,10
"28331",153825418,2019,10
"28332",153825418,2021,15
"28333",153825421,2019,10
"28334",153825432,2019,10
"28335",153825444,2019,25
"28336",153825445,2019,30
"28337",153825446,2019,30
"28338",153825447,2019,30
"28339",153825447,2021,20
"28340",153825450,2019,30
"28341",153825456,2019,30
"28342",153825457,2019,30
"28343",153825459,2019,30
"28344",153825461,2019,30
"28345",153825473,2019,30
"28346",153825475,2019,30
"28347",153825475,2021,20
"28348",153825481,2019,30
"28349",153825481,2021,20
"28350",153825483,2019,30
"28351",153825483,2021,20
"28352",153825484,2019,30
"28353",153825487,2019,30
"28354",153825506,2019,5
"28355",153825514,2019,5
"28356",153825515,2019,5
"28357",153825526,2019,5
"28358",153825526,2021,5
"28359",153825527,2019,5
"28360",153825528,2019,5
"28361",153825603,2019,10
"28362",153825605,2019,5
"28363",153825607,2019,10
"28364",153825607,2021,15
"28365",153825608,2019,10
"28366",153825612,2019,10
"28367",153825613,2019,10
"28368",153825613,2021,15
"28369",153825615,2019,10
"28370",153825617,2021,10
"28371",153825629,2019,10
"28372",153825644,2021,15
"28373",153825649,2019,5
"28374",153825654,2019,5
"28375",153825655,2019,5
"28376",153825655,2021,15
"28377",153825658,2019,5
"28378",153825659,2019,5
"28379",153825659,2021,15
"28380",153825661,2019,5
"28381",153825662,2019,5
"28382",153825664,2019,5
"28383",153825666,2019,5
"28384",153825667,2019,5
"28385",153825670,2019,5
"28386",153825744,2019,10
"28387",153825745,2019,30
"28388",153825746,2019,15
"28389",153825754,2019,15
"28390",153825755,2019,15
"28391",153825755,2021,15
"28392",153825778,2019,5
"28393",153825779,2019,5
"28394",153825779,2021,15
"28395",153825784,2019,15
"28396",153825786,2019,15
"28397",153825788,2019,15
"28398",153825788,2021,15
"28399",153825790,2019,15
"28400",153825791,2019,15
"28401",153825792,2019,15
"28402",153825793,2019,15
"28403",153825793,2021,20
"28404",153825795,2019,15
"28405",153825824,2019,15
"28406",153825840,2019,5
"28407",153825840,2021,15
"28408",153825842,2019,5
"28409",153825844,2019,5
"28410",153825850,2021,10
"28411",153825858,2019,5
"28412",153825858,2021,20
"28413",153825859,2019,5
"28414",153825860,2019,5
"28415",153825864,2019,5
"28416",153825864,2021,20
"28417",153825870,2019,5
"28418",153825875,2019,5
"28419",153825881,2019,15
"28420",153825881,2021,25
"28421",153825882,2019,15
"28422",153825885,2019,10
"28423",153825888,2019,15
"28424",153825934,2019,5
"28425",153825935,2019,10
"28426",153825935,2021,15
"28427",153825937,2019,10
"28428",153825938,2019,10
"28429",153825940,2019,10
"28430",153825943,2019,5
"28431",153825943,2021,15
"28432",153825944,2019,10
"28433",153825947,2019,5
"28434",153825958,2021,5
"28435",153825979,2019,10
"28436",153825979,2021,5
"28437",153825980,2019,10
"28438",153825981,2019,5
"28439",153825982,2019,5
"28440",153825983,2019,5
"28441",153825984,2019,5
"28442",153825987,2019,5
"28443",153825988,2021,5
"28444",153826005,2019,50
"28445",153826006,2019,50
"28446",153826012,2019,50
"28447",153826013,2019,50
"28448",153826313,2019,5
"28449",153826315,2019,5
"28450",153826316,2019,5
"28451",153826321,2021,5
"28452",153826323,2019,5
"28453",153826324,2019,5
"28454",153826325,2019,5
"28455",153826573,2019,5
"28456",153826576,2019,5
"28457",153826576,2021,25
"28458",153826577,2019,5
"28459",153826646,2019,145
"28460",153826718,2019,5
"28461",153826738,2019,5
"28462",153826740,2019,5
"28463",153826740,2021,5
"28464",153826741,2019,5
"28465",153826743,2019,5
"28466",153826743,2021,5
"28467",153826762,2019,5
"28468",153826763,2019,5
"28469",153826766,2019,5
"28470",153826767,2019,5
"28471",153826769,2019,5
"28472",153826773,2019,5
"28473",153826775,2019,5
"28474",153826800,2019,5
"28475",153826801,2019,5
"28476",153826806,2019,5
"28477",153826868,2021,15
"28478",153826879,2019,5
"28479",153826880,2019,5
"28480",153826881,2019,5
"28481",153826882,2019,5
"28482",153826885,2019,5
"28483",153826898,2019,5
"28484",153826899,2019,5
"28485",153826900,2019,10
"28486",153826902,2019,10
"28487",153826903,2019,10
"28488",153826918,2019,5
"28489",153826921,2019,5
"28490",153826922,2019,5
"28491",153826923,2019,5
"28492",153826932,2019,5
"28493",153827032,2019,155
"28494",153827043,2021,15
"28495",153827047,2019,160
"28496",153827047,2021,155
"28497",153827053,2021,5
"28498",153827055,2019,155
"28499",153827055,2021,115
"28500",153827057,2019,155
"28501",153827057,2021,125
"28502",153827061,2019,150
"28503",153827062,2019,100
"28504",153827063,2019,155
"28505",153827065,2019,95
"28506",153827065,2021,105
"28507",153827067,2019,120
"28508",153827068,2019,10
"28509",153827069,2019,5
"28510",153827070,2019,10
"28511",153827071,2019,5
"28512",153827073,2019,120
"28513",153827073,2021,115
"28514",153827075,2019,155
"28515",153827088,2019,130
"28516",153827097,2019,135
"28517",153827098,2019,135
"28518",153827100,2019,125
"28519",153827102,2019,135
"28520",153827103,2019,140
"28521",153827104,2019,140
"28522",153827106,2019,140
"28523",153827107,2019,135
"28524",153827109,2019,140
"28525",153827121,2019,125
"28526",153827123,2019,130
"28527",153827125,2019,25
"28528",153827132,2019,15
"28529",153827138,2019,15
"28530",153827139,2019,15
"28531",153827141,2019,15
"28532",153827151,2019,155
"28533",153827151,2021,155
"28534",153827153,2019,160
"28535",153827154,2019,150
"28536",153827155,2019,5
"28537",153827156,2019,150
"28538",153827160,2019,155
"28539",153827162,2019,125
"28540",153827162,2021,135
"28541",153827170,2019,155
"28542",153827172,2019,155
"28543",153827176,2019,155
"28544",153827201,2019,140
"28545",153827206,2019,140
"28546",153827211,2019,140
"28547",153827241,2021,5
"28548",153827254,2019,130
"28549",153827256,2019,140
"28550",153827257,2019,145
"28551",153827258,2019,135
"28552",153827261,2019,105
"28553",153827261,2021,125
"28554",153827270,2019,140
"28555",153827271,2019,140
"28556",153827272,2019,15
"28557",153827273,2019,10
"28558",153827278,2019,140
"28559",153827289,2019,140
"28560",153827290,2019,140
"28561",153827290,2021,155
"28562",153827291,2019,140
"28563",153827292,2019,140
"28564",153827293,2019,140
"28565",153827295,2021,10
"28566",153827357,2021,10
"28567",153827359,2019,140
"28568",153827361,2019,140
"28569",153827364,2019,135
"28570",153827381,2021,15
"28571",153827418,2019,20
"28572",153827420,2019,20
"28573",153827421,2019,20
"28574",153827422,2019,20
"28575",153827430,2019,15
"28576",153827432,2019,10
"28577",153827438,2019,20
"28578",153827444,2019,15
"28579",153827565,2019,300
"28580",153827566,2019,250
"28581",153827567,2019,300
"28582",153827568,2019,295
"28583",153827568,2021,200
"28584",153827594,2019,300
"28585",153827609,2019,305
"28586",153827621,2019,285
"28587",153827621,2021,200
"28588",153827631,2019,310
"28589",153827632,2019,315
"28590",153827632,2021,200
"28591",153827633,2019,340
"28592",153827634,2019,330
"28593",153827635,2019,310
"28594",153827636,2019,295
"28595",153827640,2019,300
"28596",153827640,2021,200
"28597",153827724,2019,295
"28598",153827728,2019,295
"28599",153827728,2021,215
"28600",153827729,2019,295
"28601",153827730,2019,295
"28602",153827739,2019,160
"28603",153827740,2019,140
"28604",153827742,2019,160
"28605",153827742,2021,145
"28606",153827744,2021,5
"28607",153827746,2019,295
"28608",153827747,2019,290
"28609",153827751,2019,290
"28610",153827752,2019,290
"28611",153827753,2019,25
"28612",153827753,2021,30
"28613",153827754,2019,170
"28614",153827754,2021,145
"28615",153827755,2019,165
"28616",153827755,2021,145
"28617",153827756,2019,25
"28618",153827756,2021,30
"28619",153827788,2019,35
"28620",153827789,2019,30
"28621",153827804,2021,10
"28622",153827841,2021,5
"28623",153827863,2021,5
"28624",153827865,2021,10
"28625",153827956,2021,10
"28626",153827969,2021,5
"28627",153827972,2021,15
"28628",153827993,2019,25
"28629",153827994,2019,5
"28630",153827995,2019,75
"28631",153827995,2021,25
"28632",153828013,2019,95
"28633",153828013,2021,25
"28634",153828015,2019,10
"28635",153828022,2019,95
"28636",153828022,2021,25
"28637",153828023,2019,5
"28638",153828026,2019,5
"28639",153828026,2021,35
"28640",153828027,2019,100
"28641",153828029,2019,100
"28642",153828033,2021,35
"28643",153828035,2019,100
"28644",153828036,2019,105
"28645",153828042,2019,140
"28646",153828050,2019,5
"28647",153828051,2019,5
"28648",153828052,2019,5
"28649",153828054,2019,5
"28650",153828058,2019,5
"28651",153828063,2019,5
"28652",153828070,2019,80
"28653",153828077,2019,75
"28654",153828078,2019,120
"28655",153828083,2019,80
"28656",153828083,2021,65
"28657",153828089,2019,140
"28658",153828090,2019,140
"28659",153828090,2021,100
"28660",153828091,2019,140
"28661",153828094,2019,140
"28662",153828098,2019,140
"28663",153828125,2019,120
"28664",153828126,2019,120
"28665",153828128,2019,125
"28666",153828128,2021,90
"28667",153828149,2021,5
"28668",153828213,2021,5
"28669",153828226,2019,5
"28670",153828229,2019,5
"28671",153828232,2019,5
"28672",153828233,2019,5
"28673",153828418,2019,30
"28674",153828428,2019,30
"28675",153828429,2019,30
"28676",153828430,2019,30
"28677",153828461,2019,35
"28678",153828472,2019,45
"28679",153828474,2019,40
"28680",153828476,2019,30
"28681",153828478,2019,30
"28682",153828482,2019,30
"28683",153828483,2019,35
"28684",153828484,2019,35
"28685",153828494,2019,30
"28686",153828496,2019,30
"28687",153828498,2019,30
"28688",153828499,2019,30
"28689",153828499,2021,10
"28690",153828503,2019,30
"28691",153828506,2019,30
"28692",153828513,2019,30
"28693",153828516,2019,30
"28694",153828520,2019,30
"28695",153828526,2019,30
"28696",153828531,2019,30
"28697",153828532,2019,30
"28698",153828535,2019,45
"28699",153828547,2019,45
"28700",153828557,2019,30
"28701",153828560,2019,25
"28702",153828562,2019,25
"28703",153828567,2019,25
"28704",153828568,2019,20
"28705",153828579,2019,30
"28706",153828600,2019,15
"28707",153828600,2021,25
"28708",153828603,2019,15
"28709",153828614,2019,15
"28710",153828614,2021,10
"28711",153828617,2019,15
"28712",153828623,2019,15
"28713",153828624,2019,15
"28714",153828629,2019,15
"28715",153828629,2021,10
"28716",153828633,2019,15
"28717",153828639,2021,5
"28718",153828653,2019,15
"28719",153828653,2021,10
"28720",153828659,2019,15
"28721",153828662,2019,15
"28722",153828662,2021,10
"28723",153828666,2019,15
"28724",153828668,2019,15
"28725",153828671,2019,15
"28726",153828675,2019,15
"28727",153828687,2019,135
"28728",153828693,2019,135
"28729",153828698,2019,135
"28730",153828708,2019,135
"28731",153828713,2021,15
"28732",153828714,2019,130
"28733",153828719,2019,30
"28734",153828726,2019,30
"28735",153828727,2019,30
"28736",153828728,2019,30
"28737",153828730,2019,30
"28738",153828732,2019,30
"28739",153828733,2019,30
"28740",153828735,2019,130
"28741",153828737,2019,60
"28742",153828739,2019,155
"28743",153828740,2019,155
"28744",153828742,2019,60
"28745",153828743,2019,155
"28746",153828748,2019,60
"28747",153828750,2019,50
"28748",153828750,2021,45
"28749",153828757,2019,50
"28750",153828758,2019,50
"28751",153828759,2019,50
"28752",153828771,2019,150
"28753",153828776,2019,120
"28754",153828776,2021,95
"28755",153828778,2019,145
"28756",153828785,2019,145
"28757",153828786,2019,150
"28758",153828790,2019,150
"28759",153828792,2019,150
"28760",153828795,2019,150
"28761",153828797,2019,150
"28762",153828840,2019,5
"28763",153828873,2021,5
"28764",153828876,2019,30
"28765",153828883,2019,50
"28766",153828884,2019,50
"28767",153828884,2021,45
"28768",153828885,2019,50
"28769",153828886,2019,40
"28770",153828887,2019,50
"28771",153828892,2019,50
"28772",153828893,2019,50
"28773",153828900,2019,5
"28774",153828921,2019,50
"28775",153828926,2019,5
"28776",153828928,2019,50
"28777",153828932,2019,50
"28778",153828946,2019,10
"28779",153828947,2019,10
"28780",153828948,2019,10
"28781",153828950,2019,5
"28782",153828951,2019,5
"28783",153828955,2019,5
"28784",153828964,2019,50
"28785",153829006,2021,20
"28786",153829030,2021,20
"28787",153829037,2021,20
"28788",153829095,2019,15
"28789",153829101,2021,10
"28790",153829103,2019,15
"28791",153829106,2021,5
"28792",153829110,2019,15
"28793",153829113,2021,15
"28794",153829116,2019,15
"28795",153829119,2019,50
"28796",153829120,2019,45
"28797",153829122,2019,55
"28798",153829124,2019,55
"28799",153829129,2019,5
"28800",153829130,2019,15
"28801",153829133,2019,5
"28802",153829138,2019,5
"28803",153829141,2019,5
"28804",153829143,2019,15
"28805",153829144,2019,55
"28806",153829145,2019,45
"28807",153829146,2019,10
"28808",153829149,2019,45
"28809",153829151,2019,55
"28810",153829157,2019,55
"28811",153829157,2021,50
"28812",153829205,2019,55
"28813",153829208,2019,55
"28814",153829216,2019,55
"28815",153829216,2021,45
"28816",153829217,2019,55
"28817",153829217,2021,45
"28818",153829218,2019,60
"28819",153829240,2019,50
"28820",153829247,2019,50
"28821",153829258,2019,50
"28822",153829258,2021,50
"28823",153829262,2019,50
"28824",153829266,2019,50
"28825",153829272,2019,50
"28826",153829279,2019,50
"28827",153829288,2019,50
"28828",153829291,2019,50
"28829",153829318,2019,60
"28830",153829326,2019,60
"28831",153829327,2019,60
"28832",153829327,2021,75
"28833",153829338,2019,140
"28834",153829339,2019,135
"28835",153829340,2019,145
"28836",153829341,2019,145
"28837",153829344,2019,130
"28838",153829346,2019,145
"28839",153829351,2019,150
"28840",153829384,2019,150
"28841",153829393,2019,150
"28842",153829395,2019,160
"28843",153829403,2021,25
"28844",153829410,2021,25
"28845",153829486,2021,15
"28846",153829489,2019,145
"28847",153829490,2019,130
"28848",153829493,2019,130
"28849",153829523,2019,130
"28850",153829526,2021,20
"28851",153829534,2021,15
"28852",153829538,2021,15
"28853",153829550,2019,125
"28854",153829550,2021,130
"28855",153829551,2019,125
"28856",153829553,2019,125
"28857",153829554,2019,125
"28858",153829554,2021,130
"28859",153829560,2019,125
"28860",153829630,2019,60
"28861",153829631,2019,60
"28862",153829633,2019,55
"28863",153829644,2019,60
"28864",153829645,2019,60
"28865",153829648,2019,60
"28866",153829649,2019,65
"28867",153829651,2019,65
"28868",153829653,2019,65
"28869",153829654,2019,65
"28870",153829656,2019,65
"28871",153829661,2019,70
"28872",153829662,2019,70
"28873",153829664,2019,60
"28874",153829664,2021,75
"28875",153829665,2019,65
"28876",153829672,2019,60
"28877",153829674,2019,65
"28878",153829676,2019,65
"28879",153829678,2019,65
"28880",153829678,2021,80
"28881",153829680,2019,65
"28882",153829682,2019,65
"28883",153829682,2021,80
"28884",153829683,2019,65
"28885",153829687,2019,70
"28886",153829689,2019,70
"28887",153829693,2019,70
"28888",153829696,2019,70
"28889",153829696,2021,80
"28890",153829697,2019,65
"28891",153829698,2019,70
"28892",153829702,2019,70
"28893",153829710,2019,70
"28894",153829723,2019,70
"28895",153829724,2019,70
"28896",153829755,2019,70
"28897",153829758,2019,70
"28898",153829767,2019,70
"28899",153829769,2019,70
"28900",153829796,2019,150
"28901",153829797,2019,555
"28902",153829801,2019,550
"28903",153829802,2019,160
"28904",153829804,2019,555
"28905",153829805,2019,545
"28906",153829806,2019,70
"28907",153829806,2021,70
"28908",153829807,2019,70
"28909",153829822,2019,555
"28910",153829824,2019,40
"28911",153829825,2019,65
"28912",153829826,2019,680
"28913",153829827,2019,680
"28914",153829831,2019,30
"28915",153829832,2019,580
"28916",153829833,2019,30
"28917",153829833,2021,25
"28918",153829834,2019,155
"28919",153829841,2019,155
"28920",153829843,2019,560
"28921",153829844,2019,560
"28922",153829845,2019,185
"28923",153829846,2019,5
"28924",153829846,2021,5
"28925",153829868,2019,5
"28926",153829869,2019,125
"28927",153829870,2019,580
"28928",153829872,2019,590
"28929",153829874,2019,590
"28930",153829874,2021,25
"28931",153829875,2019,590
"28932",153829875,2021,25
"28933",153829876,2019,590
"28934",153829885,2019,550
"28935",153829887,2019,165
"28936",153829896,2019,165
"28937",153829897,2019,540
"28938",153829897,2021,10
"28939",153829898,2019,5
"28940",153829899,2019,165
"28941",153829900,2019,5
"28942",153829901,2019,540
"28943",153829903,2019,550
"28944",153829975,2019,580
"28945",153829995,2019,5
"28946",153829996,2019,5
"28947",153829999,2019,5
"28948",153830000,2019,5
"28949",153830001,2019,5
"28950",153830002,2019,5
"28951",153830010,2019,5
"28952",153830010,2021,10
"28953",153830011,2019,5
"28954",153830021,2021,10
"28955",153830044,2021,5
"28956",153830050,2021,10
"28957",153830398,2021,15
"28958",153830483,2019,5
"28959",153830485,2019,5
"28960",153830485,2021,15
"28961",153830487,2019,5
"28962",153830488,2021,5
"28963",153830492,2019,20
"28964",153830493,2019,20
"28965",153830494,2019,15
"28966",153830496,2019,15
"28967",153830497,2019,10
"28968",153830501,2019,5
"28969",153830502,2019,5
"28970",153830503,2019,5
"28971",153830506,2019,25
"28972",153830506,2021,35
"28973",153830507,2019,5
"28974",153830509,2019,25
"28975",153830510,2019,5
"28976",153830517,2019,5
"28977",153830518,2019,5
"28978",153830519,2021,5
"28979",153830520,2019,5
"28980",153830522,2019,5
"28981",153830524,2019,5
"28982",153830531,2021,5
"28983",153830534,2021,5
"28984",153830537,2019,5
"28985",153830540,2019,5
"28986",153830541,2019,5
"28987",153830545,2019,30
"28988",153830546,2019,10
"28989",153830551,2019,30
"28990",153830552,2019,30
"28991",153830553,2019,30
"28992",153830558,2019,30
"28993",153830561,2019,30
"28994",153830562,2019,30
"28995",153830562,2021,35
"28996",153830563,2019,25
"28997",153830570,2019,15
"28998",153830571,2019,20
"28999",153830572,2019,20
"29000",153830576,2019,25
"29001",153830577,2019,25
"29002",153830577,2021,35
"29003",153830578,2019,30
"29004",153830579,2019,30
"29005",153830580,2019,30
"29006",153830582,2019,20
"29007",153830583,2019,25
"29008",153830585,2019,30
"29009",153830587,2019,30
"29010",153830589,2019,30
"29011",153830593,2019,30
"29012",153830594,2019,30
"29013",153830596,2019,30
"29014",153830606,2019,10
"29015",153830607,2019,10
"29016",153830608,2019,30
"29017",153830612,2019,30
"29018",153830617,2021,5
"29019",153830619,2019,10
"29020",153830621,2019,5
"29021",153830623,2019,10
"29022",153830624,2019,5
"29023",153830629,2019,5
"29024",153830630,2019,5
"29025",153830708,2019,20
"29026",153830709,2019,20
"29027",153830710,2019,20
"29028",153830711,2021,5
"29029",153830712,2019,20
"29030",153830714,2019,20
"29031",153830718,2019,20
"29032",153830719,2019,10
"29033",153830720,2019,10
"29034",153830721,2019,10
"29035",153830724,2019,10
"29036",153830736,2019,30
"29037",153830738,2021,5
"29038",153830742,2019,10
"29039",153830742,2021,15
"29040",153830746,2019,15
"29041",153830746,2021,15
"29042",153830747,2019,15
"29043",153830748,2019,5
"29044",153830750,2019,5
"29045",153830752,2019,10
"29046",153830754,2019,10
"29047",153830757,2019,10
"29048",153830758,2019,10
"29049",153830759,2019,20
"29050",153830761,2019,10
"29051",153830763,2019,10
"29052",153830765,2019,10
"29053",153830766,2019,5
"29054",153830767,2019,5
"29055",153830768,2019,20
"29056",153830769,2019,15
"29057",153830770,2019,5
"29058",153830774,2019,5
"29059",153830775,2019,5
"29060",153830777,2019,5
"29061",153830780,2019,10
"29062",153830782,2019,10
"29063",153830785,2019,15
"29064",153830789,2019,15
"29065",153830808,2019,5
"29066",153830809,2019,5
"29067",153830813,2019,5
"29068",153830819,2019,5
"29069",153830823,2019,5
"29070",153830825,2019,5
"29071",153830848,2019,5
"29072",153830850,2019,5
"29073",153830854,2019,5
"29074",153830857,2019,5
"29075",153830858,2019,5
"29076",153830862,2019,5
"29077",153830896,2021,15
"29078",153830906,2021,20
"29079",153830963,2019,120
"29080",153830965,2019,120
"29081",153830967,2019,120
"29082",153830980,2019,120
"29083",153830981,2019,120
"29084",153830992,2019,120
"29085",153830992,2021,125
"29086",153830994,2019,120
"29087",153830996,2019,120
"29088",153831001,2019,120
"29089",153831002,2019,5
"29090",153831017,2019,5
"29091",153831018,2019,5
"29092",153831019,2019,120
"29093",153831019,2021,130
"29094",153831020,2019,5
"29095",153831036,2019,125
"29096",153831041,2019,125
"29097",153831088,2019,125
"29098",153831090,2019,120
"29099",153831097,2019,120
"29100",153831097,2021,130
"29101",153831099,2019,120
"29102",153831106,2019,120
"29103",153831109,2019,120
"29104",153831110,2019,110
"29105",153831111,2019,120
"29106",153831112,2019,120
"29107",153831114,2019,120
"29108",153831116,2019,120
"29109",153831135,2021,15
"29110",153831144,2019,125
"29111",153831145,2019,125
"29112",153831146,2019,125
"29113",153831150,2019,125
"29114",153831152,2019,125
"29115",153831152,2021,115
"29116",153831153,2019,125
"29117",153831155,2019,125
"29118",153831158,2019,125
"29119",153831159,2019,125
"29120",153831159,2021,120
"29121",153831160,2021,5
"29122",153831162,2021,5
"29123",153831164,2019,125
"29124",153831224,2019,160
"29125",153831241,2019,145
"29126",153831245,2019,145
"29127",153831246,2019,145
"29128",153831255,2019,150
"29129",153831259,2019,160
"29130",153831260,2019,160
"29131",153831261,2019,135
"29132",153831270,2019,145
"29133",153831271,2019,15
"29134",153831272,2019,20
"29135",153831274,2019,20
"29136",153831275,2019,20
"29137",153831278,2019,20
"29138",153831281,2019,20
"29139",153831282,2019,20
"29140",153831283,2019,160
"29141",153831284,2019,155
"29142",153831285,2019,150
"29143",153831295,2019,135
"29144",153831299,2019,135
"29145",153831300,2019,140
"29146",153831301,2019,135
