"","edgeuid","year","total_trips"
"4694",153632710,2019,5
"4695",153632714,2019,5
"4696",153632718,2019,5
"4697",153632719,2019,5
"4698",153632721,2019,5
"4699",153632723,2019,5
"4700",153632723,2021,5
"4701",153632724,2019,5
"4702",153632725,2019,5
"4703",153632760,2021,5
"4704",153632766,2019,15
"4705",153632767,2019,15
"4706",153632768,2019,15
"4707",153632769,2019,15
"4708",153632769,2021,15
"4709",153632773,2019,15
"4710",153632777,2019,15
"4711",153632778,2019,15
"4712",153632779,2019,5
"4713",153632780,2019,5
"4714",153632781,2019,5
"4715",153632786,2019,15
"4716",153632787,2019,15
"4717",153632795,2019,15
"4718",153632795,2021,15
"4719",153632798,2019,15
"4720",153632802,2019,15
"4721",153632802,2021,15
"4722",153632804,2019,15
"4723",153632804,2021,15
"4724",153632850,2019,15
"4725",153632857,2019,10
"4726",153632865,2019,10
"4727",153632871,2019,5
"4728",153632873,2019,5
"4729",153632875,2019,10
"4730",153632879,2019,5
"4731",153632881,2019,10
"4732",153632897,2019,10
"4733",153632902,2019,10
"4734",153632905,2019,10
"4735",153632923,2019,5
"4736",153632925,2019,5
"4737",153632926,2019,5
"4738",153632928,2019,15
"4739",153632928,2021,5
"4740",153632939,2019,20
"4741",153632940,2019,5
"4742",153632942,2019,5
"4743",153632944,2019,20
"4744",153632945,2019,5
"4745",153632948,2019,20
"4746",153632949,2019,5
"4747",153632951,2019,20
"4748",153632959,2019,10
"4749",153632963,2019,10
"4750",153632965,2019,10
"4751",153632970,2019,5
"4752",153632975,2019,20
"4753",153632988,2019,5
"4754",153632991,2019,5
"4755",153632997,2019,5
"4756",153633009,2019,5
"4757",153633014,2019,5
"4758",153633015,2019,5
"4759",153633065,2019,5
"4760",153633067,2019,5
"4761",153633149,2019,10
"4762",153633150,2019,5
"4763",153633151,2019,5
"4764",153633152,2019,5
"4765",153633154,2019,5
"4766",153633166,2019,10
"4767",153633166,2021,20
"4768",153633167,2019,15
"4769",153633168,2019,15
"4770",153633211,2019,5
"4771",153633213,2019,5
"4772",153633215,2019,5
"4773",153633227,2019,5
"4774",153633278,2019,5
"4775",153633286,2019,5
"4776",153633288,2019,5
"4777",153633310,2019,15
"4778",153633316,2019,5
"4779",153633325,2019,15
"4780",153633328,2019,15
"4781",153633329,2019,15
"4782",153633333,2019,15
"4783",153633334,2019,5
"4784",153633365,2019,5
"4785",153633369,2019,5
"4786",153633370,2019,5
"4787",153633375,2019,5
"4788",153633376,2019,5
"4789",153633376,2021,5
"4790",153633388,2019,5
"4791",153633477,2019,10
"4792",153633482,2019,5
"4793",153633483,2019,10
"4794",153633484,2019,5
"4795",153633490,2019,10
"4796",153633492,2019,10
"4797",153633523,2019,10
"4798",153633530,2019,10
"4799",153633535,2019,10
"4800",153633538,2019,10
"4801",153633539,2019,10
"4802",153633552,2019,5
"4803",153633553,2019,5
"4804",153633554,2019,5
"4805",153633557,2019,15
"4806",153633558,2019,15
"4807",153633561,2019,10
"4808",153633562,2019,5
"4809",153633564,2019,5
"4810",153633565,2019,5
"4811",153633569,2019,15
"4812",153633586,2019,10
"4813",153633693,2019,35
"4814",153633694,2019,35
"4815",153633695,2019,35
"4816",153633696,2019,35
"4817",153633698,2019,35
"4818",153633701,2019,30
"4819",153633707,2019,5
"4820",153633709,2019,5
"4821",153633713,2019,5
"4822",153633721,2019,10
"4823",153633730,2019,10
"4824",153633741,2019,5
"4825",153633742,2019,5
"4826",153633745,2019,15
"4827",153633747,2021,5
"4828",153633750,2021,5
"4829",153633772,2021,5
"4830",153633782,2019,20
"4831",153633785,2019,20
"4832",153633786,2019,20
"4833",153633787,2019,10
"4834",153633788,2019,20
"4835",153633793,2019,15
"4836",153633794,2019,15
"4837",153633794,2021,10
"4838",153633795,2019,15
"4839",153633797,2019,10
"4840",153633798,2019,15
"4841",153633800,2019,15
"4842",153633801,2019,15
"4843",153633806,2019,10
"4844",153633809,2019,15
"4845",153633810,2019,15
"4846",153633824,2019,5
"4847",153633825,2019,5
"4848",153633830,2019,10
"4849",153633831,2019,10
"4850",153633834,2019,10
"4851",153633842,2021,5
"4852",153633843,2021,5
"4853",153633849,2019,5
"4854",153633852,2019,5
"4855",153633864,2019,5
"4856",153633867,2019,5
"4857",153633873,2019,10
"4858",153633875,2019,10
"4859",153633876,2019,15
"4860",153633878,2019,10
"4861",153633879,2019,15
"4862",153633882,2019,10
"4863",153633883,2019,15
"4864",153633884,2019,15
"4865",153633900,2019,10
"4866",153633902,2019,10
"4867",153633906,2019,5
"4868",153633909,2021,5
"4869",153633911,2019,5
"4870",153633916,2019,5
"4871",153633919,2019,5
"4872",153633921,2019,10
"4873",153633921,2021,10
"4874",153633922,2019,10
"4875",153633922,2021,10
"4876",153633928,2019,10
"4877",153633929,2019,10
"4878",153633935,2019,10
"4879",153633944,2019,5
"4880",153633945,2019,10
"4881",153633948,2019,5
"4882",153633959,2019,10
"4883",153633965,2019,5
"4884",153633971,2019,5
"4885",153633972,2019,5
"4886",153633976,2019,5
"4887",153633977,2019,5
"4888",153633981,2019,5
"4889",153633982,2019,5
"4890",153633991,2019,5
"4891",153634005,2019,5
"4892",153634006,2021,15
"4893",153634038,2021,5
"4894",153634048,2019,10
"4895",153634051,2019,5
"4896",153634052,2019,10
"4897",153634053,2019,10
"4898",153634054,2019,10
"4899",153634055,2019,15
"4900",153634056,2019,10
"4901",153634057,2019,15
"4902",153634059,2019,15
"4903",153634061,2019,15
"4904",153634064,2019,15
"4905",153634065,2019,15
"4906",153634077,2019,15
"4907",153634168,2021,5
"4908",153634174,2021,5
"4909",153634177,2021,10
"4910",153634193,2021,15
"4911",153634196,2019,5
"4912",153634199,2019,5
"4913",153634208,2019,5
"4914",153634228,2019,15
"4915",153634230,2019,15
"4916",153634231,2019,5
"4917",153634233,2019,5
"4918",153634234,2019,5
"4919",153634238,2019,20
"4920",153634244,2019,15
"4921",153634245,2019,15
"4922",153634249,2019,5
"4923",153634250,2019,5
"4924",153634259,2019,5
"4925",153634266,2019,15
"4926",153634267,2019,15
"4927",153634269,2019,45
"4928",153634270,2019,15
"4929",153634271,2019,15
"4930",153634272,2019,15
"4931",153634274,2019,45
"4932",153634279,2021,5
"4933",153634283,2019,5
"4934",153634284,2019,30
"4935",153634285,2019,20
"4936",153634285,2021,5
"4937",153634286,2019,50
"4938",153634287,2019,50
"4939",153634288,2019,50
"4940",153634291,2019,50
"4941",153634294,2019,75
"4942",153634299,2019,45
"4943",153634300,2019,15
"4944",153634302,2019,15
"4945",153634302,2021,10
"4946",153634303,2019,15
"4947",153634309,2019,15
"4948",153634319,2019,15
"4949",153634321,2019,15
"4950",153634327,2019,5
"4951",153634337,2019,5
"4952",153634339,2019,40
"4953",153634340,2019,5
"4954",153634341,2019,35
"4955",153634346,2019,10
"4956",153634347,2019,15
"4957",153634348,2019,30
"4958",153634349,2019,5
"4959",153634359,2019,45
"4960",153634360,2019,45
"4961",153634363,2019,45
"4962",153634366,2019,45
"4963",153634369,2019,45
"4964",153634383,2019,45
"4965",153634386,2019,45
"4966",153634387,2019,45
"4967",153634389,2019,45
"4968",153634390,2019,45
"4969",153634390,2021,5
"4970",153634399,2019,5
"4971",153634402,2019,5
"4972",153634406,2019,5
"4973",153634407,2019,5
"4974",153634416,2019,5
"4975",153634419,2019,5
"4976",153634421,2019,5
"4977",153634443,2019,5
"4978",153634444,2019,5
"4979",153634445,2019,5
"4980",153634451,2019,5
"4981",153634454,2019,5
"4982",153634457,2019,15
"4983",153634458,2019,15
"4984",153634462,2019,15
"4985",153634463,2019,10
"4986",153634464,2019,15
"4987",153634465,2019,15
"4988",153634466,2019,15
"4989",153634471,2019,10
"4990",153634473,2019,10
"4991",153634477,2019,5
"4992",153634478,2019,5
"4993",153634479,2019,5
"4994",153634480,2019,5
"4995",153634484,2019,5
"4996",153634485,2019,5
"4997",153634488,2019,5
"4998",153634489,2019,10
"4999",153634505,2019,5
"5000",153634507,2019,10
"5001",153634508,2019,10
"5002",153634509,2019,5
"5003",153634512,2019,5
"5004",153634513,2019,5
"5005",153634514,2019,5
"5006",153634518,2019,5
"5007",153634519,2019,5
"5008",153634520,2019,10
"5009",153634521,2019,5
"5010",153634527,2019,5
"5011",153634529,2019,10
"5012",153634530,2019,10
"5013",153634531,2019,10
"5014",153634555,2019,25
"5015",153634556,2019,25
"5016",153634556,2021,10
"5017",153634559,2019,25
"5018",153634561,2019,25
"5019",153634563,2019,25
"5020",153634579,2019,5
"5021",153634581,2019,5
"5022",153634584,2019,5
"5023",153634588,2019,15
"5024",153634589,2019,25
"5025",153634594,2019,20
"5026",153634596,2019,20
"5027",153634598,2019,5
"5028",153634599,2019,5
"5029",153634600,2019,20
"5030",153634601,2019,30
"5031",153634602,2019,15
"5032",153634602,2021,15
"5033",153634603,2019,50
"5034",153634605,2019,5
"5035",153634614,2019,55
"5036",153634615,2019,55
"5037",153634619,2019,55
"5038",153634620,2019,55
"5039",153634626,2019,15
"5040",153634629,2019,30
"5041",153634631,2019,25
"5042",153634633,2019,25
"5043",153634635,2019,55
"5044",153634636,2019,55
"5045",153634637,2019,30
"5046",153634638,2019,20
"5047",153634639,2019,55
"5048",153634641,2019,20
"5049",153634642,2019,20
"5050",153634642,2021,5
"5051",153634643,2019,25
"5052",153634644,2019,20
"5053",153634645,2019,20
"5054",153634646,2019,20
"5055",153634660,2019,30
"5056",153634663,2019,15
"5057",153634664,2019,15
"5058",153634665,2019,15
"5059",153634667,2019,30
"5060",153634672,2019,30
"5061",153634674,2019,30
"5062",153634707,2019,15
"5063",153634711,2019,15
"5064",153634712,2019,15
"5065",153634719,2019,15
"5066",153634719,2021,5
"5067",153634722,2019,35
"5068",153634725,2019,35
"5069",153634728,2019,70
"5070",153634729,2019,75
"5071",153634729,2021,10
"5072",153634731,2019,5
"5073",153634732,2021,5
"5074",153634733,2019,5
"5075",153634734,2019,85
"5076",153634739,2019,20
"5077",153634746,2019,20
"5078",153634749,2019,10
"5079",153634755,2019,80
"5080",153634755,2021,15
"5081",153634756,2019,80
"5082",153634758,2019,15
"5083",153634759,2019,15
"5084",153634760,2019,15
"5085",153634763,2019,20
"5086",153634766,2019,15
"5087",153634767,2019,5
"5088",153634769,2019,5
"5089",153634770,2019,10
"5090",153634771,2019,15
"5091",153634773,2019,15
"5092",153634773,2021,15
"5093",153634774,2019,15
"5094",153634775,2019,15
"5095",153634776,2019,15
"5096",153634776,2021,20
"5097",153634801,2019,15
"5098",153634802,2019,40
"5099",153634803,2019,50
"5100",153634804,2019,35
"5101",153634805,2019,45
"5102",153634807,2019,20
"5103",153634808,2019,10
"5104",153634810,2019,5
"5105",153634814,2019,10
"5106",153634817,2019,15
"5107",153634818,2019,10
"5108",153634819,2019,20
"5109",153634820,2019,15
"5110",153634820,2021,15
"5111",153634828,2019,20
"5112",153634828,2021,15
"5113",153634829,2019,5
"5114",153634831,2019,35
"5115",153634831,2021,10
"5116",153634833,2019,35
"5117",153634835,2019,35
"5118",153634836,2019,45
"5119",153634837,2019,45
"5120",153634837,2021,20
"5121",153634838,2019,65
"5122",153634839,2019,10
"5123",153634842,2019,5
"5124",153634846,2019,65
"5125",153634847,2019,10
"5126",153634849,2019,5
"5127",153634850,2019,10
"5128",153634851,2019,10
"5129",153634856,2019,15
"5130",153634857,2019,15
"5131",153634858,2019,15
"5132",153634861,2019,35
"5133",153634862,2019,50
"5134",153634869,2019,55
"5135",153634869,2021,25
"5136",153634874,2019,5
"5137",153634876,2019,5
"5138",153634877,2019,10
"5139",153634878,2019,25
"5140",153634881,2019,40
"5141",153634888,2019,10
"5142",153634889,2019,40
"5143",153634889,2021,10
"5144",153634895,2019,10
"5145",153634896,2019,10
"5146",153634899,2019,35
"5147",153634900,2019,10
"5148",153634901,2019,35
"5149",153640064,2019,100
"5150",153645440,2019,80
"5151",153645440,2021,80
"5152",153645441,2019,80
"5153",153645443,2019,80
"5154",153645444,2019,80
"5155",153645564,2019,35
"5156",153645577,2021,5
"5157",153645590,2019,35
"5158",153645594,2019,30
"5159",153645595,2019,35
"5160",153645596,2019,35
"5161",153645599,2019,30
"5162",153645600,2019,30
"5163",153645602,2019,30
"5164",153645611,2019,125
"5165",153645612,2019,90
"5166",153645613,2019,80
"5167",153645647,2019,30
"5168",153645648,2019,30
"5169",153645651,2019,30
"5170",153645662,2019,30
"5171",153645666,2019,35
"5172",153645686,2019,30
"5173",153645804,2019,30
"5174",153645809,2019,30
"5175",153645810,2019,30
"5176",153645816,2019,30
"5177",153645817,2019,10
"5178",153645819,2019,20
"5179",153645820,2019,30
"5180",153645820,2021,5
"5181",153645823,2019,30
"5182",153645825,2019,30
"5183",153645826,2019,30
"5184",153645832,2019,30
"5185",153645832,2021,10
"5186",153645835,2019,30
"5187",153645854,2019,35
"5188",153645854,2021,20
"5189",153645856,2019,35
"5190",153645858,2019,35
"5191",153645861,2019,35
"5192",153645862,2019,35
"5193",153645862,2021,20
"5194",153645866,2019,35
"5195",153645867,2019,35
"5196",153645870,2019,35
"5197",153646255,2019,35
"5198",153646256,2019,35
"5199",153646257,2019,35
"5200",153646258,2019,35
"5201",153646260,2019,35
"5202",153646261,2019,35
"5203",153646262,2019,35
"5204",153646263,2019,35
"5205",153646282,2019,35
"5206",153646283,2019,35
"5207",153646285,2019,35
"5208",153646288,2019,35
"5209",153646288,2021,15
"5210",153646289,2019,35
"5211",153646290,2019,35
"5212",153646291,2019,35
"5213",153646296,2019,35
"5214",153646300,2019,30
"5215",153646301,2019,30
"5216",153646302,2019,30
"5217",153646302,2021,10
"5218",153646304,2019,35
"5219",153646323,2019,30
"5220",153646334,2019,35
"5221",153646361,2019,35
"5222",153646363,2019,35
"5223",153646410,2019,25
"5224",153646440,2019,25
"5225",153646440,2021,10
"5226",153646445,2019,35
"5227",153646445,2021,5
"5228",153646456,2019,35
"5229",153646456,2021,10
"5230",153646459,2019,35
"5231",153646461,2019,35
"5232",153646468,2019,15
"5233",153646470,2019,15
"5234",153646472,2019,20
"5235",153646473,2019,25
"5236",153646476,2019,25
"5237",153646478,2019,25
"5238",153646480,2019,35
"5239",153646482,2019,25
"5240",153646482,2021,10
"5241",153646492,2019,25
"5242",153646504,2019,25
"5243",153646505,2019,25
"5244",153646506,2019,25
"5245",153646506,2021,20
"5246",153646507,2019,25
"5247",153646509,2019,25
"5248",153646509,2021,15
"5249",153646514,2019,25
"5250",153646514,2021,15
"5251",153646515,2019,25
"5252",153646518,2019,25
"5253",153646523,2019,25
"5254",153646524,2019,25
"5255",153646526,2019,25
"5256",153646527,2019,25
"5257",153646529,2019,25
"5258",153646549,2019,25
"5259",153646552,2019,25
"5260",153646554,2019,25
"5261",153646555,2019,25
"5262",153646556,2019,25
"5263",153646561,2019,20
"5264",153646562,2019,25
"5265",153646566,2019,20
"5266",153646567,2019,25
"5267",153646570,2019,25
"5268",153646570,2021,10
"5269",153646575,2019,25
"5270",153646577,2019,25
"5271",153646579,2019,25
"5272",153646584,2019,25
"5273",153646592,2019,25
"5274",153646600,2019,20
"5275",153646604,2019,20
"5276",153646605,2019,80
"5277",153646606,2019,75
"5278",153646607,2019,25
"5279",153646608,2019,80
"5280",153646610,2019,20
"5281",153646614,2019,80
"5282",153646615,2019,5
"5283",153646616,2019,75
"5284",153646617,2019,5
"5285",153646621,2019,75
"5286",153646632,2019,35
"5287",153646634,2019,35
"5288",153646635,2019,35
"5289",153646637,2019,5
"5290",153646646,2019,5
"5291",153646654,2019,75
"5292",153646655,2019,10
"5293",153646656,2019,85
"5294",153646656,2021,15
"5295",153646663,2019,5
"5296",153646667,2019,5
"5297",153646672,2019,85
"5298",153646673,2019,5
"5299",153646674,2019,85
"5300",153646674,2021,15
"5301",153646687,2019,5
"5302",153646689,2019,5
"5303",153646701,2019,85
"5304",153646706,2019,85
"5305",153646706,2021,20
"5306",153646707,2019,85
"5307",153646708,2019,80
"5308",153646711,2019,85
"5309",153646716,2019,85
"5310",153646720,2019,85
"5311",153646720,2021,15
"5312",153646721,2019,80
"5313",153646721,2021,15
"5314",153646724,2019,80
"5315",153646724,2021,15
"5316",153646750,2019,25
"5317",153646750,2021,10
"5318",153646778,2019,25
"5319",153647120,2019,25
"5320",153647144,2019,25
"5321",153647159,2019,20
"5322",153647160,2019,25
"5323",153647162,2019,25
"5324",153647165,2019,25
"5325",153647167,2019,25
"5326",153647169,2019,25
"5327",153647172,2019,20
"5328",153647173,2019,20
"5329",153647174,2019,30
"5330",153647175,2019,10
"5331",153647176,2019,10
"5332",153647183,2019,5
"5333",153647185,2019,5
"5334",153647187,2019,5
"5335",153647189,2019,5
"5336",153647190,2019,25
"5337",153647192,2019,30
"5338",153647195,2019,65
"5339",153647198,2019,65
"5340",153647199,2019,65
"5341",153647200,2019,65
"5342",153647203,2019,5
"5343",153647209,2019,10
"5344",153647210,2019,65
"5345",153647212,2019,70
"5346",153647213,2019,65
"5347",153647214,2019,65
"5348",153647215,2019,70
"5349",153647215,2021,25
"5350",153647217,2019,70
"5351",153647230,2019,70
"5352",153647230,2021,20
"5353",153647238,2019,20
"5354",153647239,2019,95
"5355",153647240,2019,45
"5356",153647244,2019,70
"5357",153647282,2019,105
"5358",153647284,2019,105
"5359",153647285,2019,100
"5360",153647285,2021,20
"5361",153647294,2019,100
"5362",153647299,2019,100
"5363",153647300,2019,10
"5364",153647302,2019,105
"5365",153647302,2021,20
"5366",153647303,2019,10
"5367",153647323,2019,65
"5368",153647326,2019,5
"5369",153647329,2019,5
"5370",153647330,2019,65
"5371",153647341,2019,5
"5372",153647344,2019,5
"5373",153647345,2019,65
"5374",153647345,2021,20
"5375",153647347,2019,5
"5376",153647402,2019,100
"5377",153647403,2019,25
"5378",153647404,2019,60
"5379",153647405,2019,25
"5380",153647407,2019,25
"5381",153647408,2019,25
"5382",153647416,2019,25
"5383",153647417,2019,25
"5384",153647425,2019,25
"5385",153647426,2019,65
"5386",153647429,2019,65
"5387",153647432,2019,25
"5388",153647432,2021,5
"5389",153647433,2019,25
"5390",153647434,2019,25
"5391",153647438,2019,60
"5392",153647442,2019,60
"5393",153647443,2019,60
"5394",153647443,2021,15
"5395",153647447,2019,65
"5396",153647448,2019,60
"5397",153647449,2019,35
"5398",153647451,2019,30
"5399",153647452,2019,50
"5400",153647452,2021,5
"5401",153647462,2019,65
"5402",153647475,2019,25
"5403",153647478,2019,25
"5404",153647484,2019,60
"5405",153647529,2019,60
"5406",153647531,2019,25
"5407",153647533,2019,25
"5408",153647537,2019,60
"5409",153647547,2019,25
"5410",153647552,2019,25
"5411",153647552,2021,5
"5412",153647555,2019,25
"5413",153647556,2019,25
"5414",153647558,2019,25
"5415",153647560,2019,35
"5416",153647561,2019,10
"5417",153647562,2019,10
"5418",153647564,2019,35
"5419",153647565,2019,35
"5420",153647567,2019,10
"5421",153647568,2019,30
"5422",153647571,2019,10
"5423",153647574,2019,60
"5424",153647575,2019,10
"5425",153647577,2019,60
